sentence_id,SNR_dB,theoretical_BER,measured_BER,natural_task_correct,semantic_task_correct,original_text,noisy_text
6,20,1.04424379188127e-45,0,1,1,Bob works at Google.,"Bob works at Google."
6,25,7.30696918464799e-140,0,1,1,Bob works at Google.,"Bob works at Google."
6,30,0,0,1,1,Bob works at Google.,"Bob works at Google."
7,0,0.0786496035251426,0.0760869565217391,0,1,Charlie studies at MIT.,"cjarlie`ctul)u{""cu#MiT."
7,1,0.0562819519765415,0.0543478260869565,0,1,Charlie studies at MIT.,"Bh`r?ie Spudies?At ?ID."
7,2,0.037506128358926,0.0380434782608696,0,1,Charlie studies at MIT.,"Chazlad?st?dies at M?T."
7,3,0.0228784075610853,0.0217391304347826,0,1,Charlie studies at MIT.,"CiaRlie studies At OIT."
7,4,0.0125008180407376,0.0108695652173913,0,1,Charlie studies at MIT.,"Gharlie studies a4 MIT."
7,5,0.00595386714777866,0.00543478260869565,0,1,Charlie studies at MIT.,"Charmie studies at MIT."
7,10,3.87210821552204e-06,0,1,1,Charlie studies at MIT.,"Charlie studies at MIT."
7,15,9.12395736262809e-16,0,1,1,Charlie studies at MIT.,"Charlie studies at MIT."
7,20,1.04424379188127e-45,0,1,1,Charlie studies at MIT.,"Charlie studies at MIT."
7,25,7.30696918464799e-140,0,1,1,Charlie studies at MIT.,"Charlie studies at MIT."
7,30,0,0,1,1,Charlie studies at MIT.,"Charlie studies at MIT."
8,0,0.0786496035251426,0.0789473684210526,0,1,David plays soccer.,"DavIb r.e9S woc#eR."
8,1,0.0562819519765415,0.0592105263157895,0,1,David plays soccer.,"DAfi$ pl?{s Skcser/"
8,2,0.037506128358926,0.0394736842105263,0,1,David plays soccer.,"?av?d play30so#cer."
8,3,0.0228784075610853,0.0197368421052632,0,1,David plays soccer.,"D?vid pl?yr soccer."
8,4,0.0125008180407376,0.0131578947368421,0,1,David plays soccer.,"David play? smccer."
8,5,0.00595386714777866,0.00657894736842105,0,1,David plays soccer.,"David plays socceb."
8,10,3.87210821552204e-06,0,1,1,David plays soccer.,"David plays soccer."
8,15,9.12395736262809e-16,0,1,1,David plays soccer.,"David plays soccer."
8,20,1.04424379188127e-45,0,1,1,David plays soccer.,"David plays soccer."
8,25,7.30696918464799e-140,0,1,1,David plays soccer.,"David plays soccer."
8,30,0,0,1,1,David plays soccer.,"David plays soccer."
9,0,0.0786496035251426,0.0769230769230769,0,1,Alice likes reading books.,"Alice lakur s%?`i?g$&lmks>"
9,1,0.0562819519765415,0.0576923076923077,0,1,Alice likes reading books.,"?lIce hy?eq raading bOoKq."
9,2,0.037506128358926,0.0384615384615385,0,1,Alice likes reading books.,"Alice likds1r%ad?lg bo/is."
9,3,0.0228784075610853,0.0240384615384615,0,1,Alice likes reading books.,"Alice lIkes)rea$ing bo?ks."
9,4,0.0125008180407376,0.0144230769230769,0,1,Alice likes reading books.,"Alice likes ?eading0bo/ks."
9,5,0.00595386714777866,0.00480769230769231,0,1,Alice likes reading books.,"Alice likes seading books."
9,10,3.87210821552204e-06,0,0,1,Alice likes reading books.,"Alice likes reading books."
9,15,9.12395736262809e-16,0,0,1,Alice likes reading books.,"Alice likes reading books."
9,20,1.04424379188127e-45,0,0,1,Alice likes reading books.,"Alice likes reading books."
9,25,7.30696918464799e-140,0,0,1,Alice likes reading books.,"Alice likes reading books."
9,30,0,0,0,1,Alice likes reading books.,"Alice likes reading books."
10,0,0.0786496035251426,0.0760869565217391,0,1,Bob drives a Tesla car.,"bob`erivgs(A DEsLa ea0/"
10,1,0.0562819519765415,0.0543478260869565,0,1,Bob drives a Tesla car.,"?o? dziveu a Mesla ca2."
10,2,0.037506128358926,0.0380434782608696,0,1,Bob drives a Tesla car.,"?o""`dvites a Tesla(aar."
10,3,0.0228784075610853,0.0217391304347826,0,1,Bob drives a Tesla car.,"Bob driveq a DaSla car."
10,4,0.0125008180407376,0.0108695652173913,0,1,Bob drives a Tesla car.,"Bob dzives a TeslA car."
10,5,0.00595386714777866,0.00543478260869565,0,1,Bob drives a Tesla car.,"Bob drives a Tesla gar."
10,10,3.87210821552204e-06,0,0,1,Bob drives a Tesla car.,"Bob drives a Tesla car."
10,15,9.12395736262809e-16,0,0,1,Bob drives a Tesla car.,"Bob drives a Tesla car."
10,20,1.04424379188127e-45,0,0,1,Bob drives a Tesla car.,"Bob drives a Tesla car."
10,25,7.30696918464799e-140,0,0,1,Bob drives a Tesla car.,"Bob drives a Tesla car."
10,30,0,0,0,1,Bob drives a Tesla car.,"Bob drives a Tesla car."
11,0,0.0786496035251426,0.0769230769230769,0,1,The CEO leads the company.,"T(e CE??Lead?""4HE Co?paoi."
11,1,0.0562819519765415,0.0576923076923077,0,1,The CEO leads the company.,"Phm?SEO leals`the0co}??ny."
11,2,0.037506128358926,0.0384615384615385,0,1,The CEO leads the company.,"The CUO jeads thE #impan{."
11,3,0.0228784075610853,0.0240384615384615,1,1,The CEO leads the company.,"\hE CEO le`d{ t(e company."
11,4,0.0125008180407376,0.0144230769230769,0,1,The CEO leads the company.,"The SEO0neads the company."
11,5,0.00595386714777866,0.00480769230769231,0,1,The CEO leads the company.,"The CEO leads the #ompany."
11,10,3.87210821552204e-06,0,1,1,The CEO leads the company.,"The CEO leads the company."
11,15,9.12395736262809e-16,0,1,1,The CEO leads the company.,"The CEO leads the company."
11,20,1.04424379188127e-45,0,1,1,The CEO leads the company.,"The CEO leads the company."
11,25,7.30696918464799e-140,0,1,1,The CEO leads the company.,"The CEO leads the company."
11,30,0,0,1,1,The CEO leads the company.,"The CEO leads the company."
12,0,0.0786496035251426,0.0801282051282051,0,1,The company has one thousand employees.,"T?E comran? ?a?0o*e!tlo??A?l""mmployDs?."
12,1,0.0562819519765415,0.0576923076923077,0,1,The company has one thousand employees.,"\he cmmpany ha3!o}e 4louSand?em0?nym's?"
12,2,0.037506128358926,0.0384615384615385,0,1,The company has one thousand employees.,"ThE #?mpaj{ has mne |ho5sind em0loieew."
12,3,0.0228784075610853,0.0224358974358974,0,1,The company has one thousand employees.,"The gomqany has one t?ousand empfmiees."
12,4,0.0125008180407376,0.0128205128205128,1,1,The company has one thousand employees.,"The?company has on5 thousand empLoyees."
12,5,0.00595386714777866,0.00641025641025641,0,1,The company has one thousand employees.,"The bompany has one(thousand employees."
12,10,3.87210821552204e-06,0,1,1,The company has one thousand employees.,"The company has one thousand employees."
12,15,9.12395736262809e-16,0,1,1,The company has one thousand employees.,"The company has one thousand employees."
12,20,1.04424379188127e-45,0,1,1,The company has one thousand employees.,"The company has one thousand employees."
12,25,7.30696918464799e-140,0,1,1,The company has one thousand employees.,"The company has one thousand employees."
12,30,0,0,1,1,The company has one thousand employees.,"The company has one thousand employees."
13,0,0.0786496035251426,0.0795454545454545,0,1,Employees work in modern offices.,"Em0loyemr w???!?n`oodgpj ?fwhcew?"
13,1,0.0562819519765415,0.0568181818181818,0,1,Employees work in modern offices.,"?m4moyeEs?w?sj if`modern of??cer."
13,2,0.037506128358926,0.0378787878787879,0,1,Employees work in modern offices.,"EM`mgyees wOrk(in iodErl offmces."
13,3,0.0228784075610853,0.0227272727272727,0,1,Employees work in modern offices.,"Employees work )n oo`mrn off}ces."
13,4,0.0125008180407376,0.0113636363636364,0,1,Employees work in modern offices.,"Em0loyees ?ork in moder~ offices."
13,5,0.00595386714777866,0.00757575757575758,1,1,Employees work in modern offices.,"Employees work in0modmrn offices."
13,10,3.87210821552204e-06,0,1,1,Employees work in modern offices.,"Employees work in modern offices."
13,15,9.12395736262809e-16,0,1,1,Employees work in modern offices.,"Employees work in modern offices."
13,20,1.04424379188127e-45,0,1,1,Employees work in modern offices.,"Employees work in modern offices."
13,25,7.30696918464799e-140,0,1,1,Employees work in modern offices.,"Employees work in modern offices."
13,30,0,0,1,1,Employees work in modern offices.,"Employees work in modern offices."
14,0,0.0786496035251426,0.0798611111111111,0,1,Offices are located in major cities.,"Off?#e?(eru l/?at'd an(mqnMr`""Iti%c."
14,1,0.0562819519765415,0.0555555555555556,0,1,Offices are located in major cities.,"_Fvices are$noc?te ,in m`jor ci?yeq*"
14,2,0.037506128358926,0.0381944444444444,0,1,Offices are located in major cities.,"Officew0are?loba?d$ in major!citidr?"
14,3,0.0228784075610853,0.0243055555555556,0,1,Offices are located in major cities.,"Offic?s(are locateD?kn major gities."
14,4,0.0125008180407376,0.0138888888888889,1,1,Offices are located in major cities.,"Offices""are losated il mijor cities."
14,5,0.00595386714777866,0.00694444444444444,0,1,Offices are located in major cities.,"Offikes are located!in major cities."
14,10,3.87210821552204e-06,0,1,1,Offices are located in major cities.,"Offices are located in major cities."
14,15,9.12395736262809e-16,0,1,1,Offices are located in major cities.,"Offices are located in major cities."
14,20,1.04424379188127e-45,0,1,1,Offices are located in major cities.,"Offices are located in major cities."
14,25,7.30696918464799e-140,0,1,1,Offices are located in major cities.,"Offices are located in major cities."
14,30,0,0,1,1,Offices are located in major cities.,"Offices are located in major cities."
15,0,0.0786496035251426,0.0795454545454545,0,1,The CFO manages company finances.,"??e!CFO*manbges!cgmyaNy fhjc~c?1&"
15,1,0.0562819519765415,0.0568181818181818,0,1,The CFO manages company finances.,"Tha SFO -an?ggs?c?Mpanq(faNances?"
15,2,0.037506128358926,0.0378787878787879,0,1,The CFO manages company finances.,"The CfO Manager co=pa?? fInanbEs."
15,3,0.0228784075610853,0.0227272727272727,0,1,The CFO manages company finances.,"The CDO mafages company fhnaob?s."
15,4,0.0125008180407376,0.0113636363636364,0,1,The CFO manages company finances.,"The CFO manages compejy financ?s."
15,5,0.00595386714777866,0.00757575757575758,0,1,The CFO manages company finances.,"The CFO manages company vioances."
15,10,3.87210821552204e-06,0,1,1,The CFO manages company finances.,"The CFO manages company finances."
15,15,9.12395736262809e-16,0,1,1,The CFO manages company finances.,"The CFO manages company finances."
15,20,1.04424379188127e-45,0,1,1,The CFO manages company finances.,"The CFO manages company finances."
15,25,7.30696918464799e-140,0,1,1,The CFO manages company finances.,"The CFO manages company finances."
15,30,0,0,1,1,The CFO manages company finances.,"The CFO manages company finances."
16,0,0.0786496035251426,0.078125,0,1,The CTO oversees all technology.,"T`a CTO""ovex3aes aml ?wa?oOmocy?"
16,1,0.0562819519765415,0.0546875,0,1,The CTO oversees all technology.,"T`g CUo oweRseesaall""?dclnolmgyn"
16,2,0.037506128358926,0.0390625,0,1,The CTO oversees all technology.,"Thu KTO ov?zseer?alD technmlogx."
16,3,0.0228784075610853,0.0234375,0,1,The CTO oversees all technology.,"Th? CTO`overw%es all t?khnology."
16,4,0.0125008180407376,0.01171875,1,1,The CTO oversees all technology.,"The CTO ov%r3ees all technology?"
16,5,0.00595386714777866,0.0078125,1,1,The CTO oversees all technology.,"The`CTO overs%es all technology."
16,10,3.87210821552204e-06,0,1,1,The CTO oversees all technology.,"The CTO oversees all technology."
16,15,9.12395736262809e-16,0,1,1,The CTO oversees all technology.,"The CTO oversees all technology."
16,20,1.04424379188127e-45,0,1,1,The CTO oversees all technology.,"The CTO oversees all technology."
16,25,7.30696918464799e-140,0,1,1,The CTO oversees all technology.,"The CTO oversees all technology."
16,30,0,0,1,1,The CTO oversees all technology.,"The CTO oversees all technology."
17,0,0.0786496035251426,0.0798611111111111,0,1,Engineers write software code daily.,"Fowin?drs??rmtg k?fv_?be code`ds?ly."
17,1,0.0562819519765415,0.0555555555555556,0,1,Engineers write software code daily.,"EKcineers wri?e#sobd?ard {ode f`kly."
17,2,0.037506128358926,0.0381944444444444,0,1,Engineers write software code daily.,"Enghneerw?wrmte?softvare sk$e daily>"
17,3,0.0228784075610853,0.0243055555555556,0,1,Engineers write software code daily.,"Engijeers urite 3oftwas% code?daily/"
17,4,0.0125008180407376,0.0138888888888889,0,1,Engineers write software code daily.,"Engineerw write software #o?e dcily."
17,5,0.00595386714777866,0.00694444444444444,0,1,Engineers write software code daily.,"?ngineers!write software code daily."
17,10,3.87210821552204e-06,0,1,1,Engineers write software code daily.,"Engineers write software code daily."
17,15,9.12395736262809e-16,0,1,1,Engineers write software code daily.,"Engineers write software code daily."
17,20,1.04424379188127e-45,0,1,1,Engineers write software code daily.,"Engineers write software code daily."
17,25,7.30696918464799e-140,0,1,1,Engineers write software code daily.,"Engineers write software code daily."
17,30,0,0,1,1,Engineers write software code daily.,"Engineers write software code daily."
18,0,0.0786496035251426,0.0772058823529412,0,1,Managers lead their project teams.,"M?nagu?s??gad0t(5yc qrojuct D?emr."
18,1,0.0562819519765415,0.0551470588235294,0,1,Managers lead their project teams.,"Icnawe{s`|m`d`tieir pronest""tuams."
18,2,0.037506128358926,0.0367647058823529,0,1,Managers lead their project teams.,"?An`geRs lEad their 0ronect pe!mw."
18,3,0.0228784075610853,0.0220588235294118,0,1,Managers lead their project teams.,"managers lead theyr xro*ect t%ais."
18,4,0.0125008180407376,0.0110294117647059,1,1,Managers lead their project teams.,"Managers`lea? theis project teams."
18,5,0.00595386714777866,0.00735294117647059,1,1,Managers lead their project teams.,"Managers l%ad their project?teams."
18,10,3.87210821552204e-06,0,1,1,Managers lead their project teams.,"Managers lead their project teams."
18,15,9.12395736262809e-16,0,1,1,Managers lead their project teams.,"Managers lead their project teams."
18,20,1.04424379188127e-45,0,1,1,Managers lead their project teams.,"Managers lead their project teams."
18,25,7.30696918464799e-140,0,1,1,Managers lead their project teams.,"Managers lead their project teams."
18,30,0,0,1,1,Managers lead their project teams.,"Managers lead their project teams."
19,0,0.0786496035251426,0.0772058823529412,0,1,Teams complete important projects.,"Ugaoq(#o-phete i)pOs?anp `r?beat?'"
19,1,0.0562819519765415,0.0551470588235294,0,1,Teams complete important projects.,"?eamr""comPlute ieso2t`nv ppolec?s."
19,2,0.037506128358926,0.0367647058823529,0,1,Teams complete important projects.,"D%ams c/-plepe ?mportant proje?|s>"
19,3,0.0228784075610853,0.0220588235294118,0,1,Teams complete important projects.,"Teams compleve Important$prnJec?s."
19,4,0.0125008180407376,0.0110294117647059,0,1,Teams complete important projects.,"Teams complete imPortant pvoject3."
19,5,0.00595386714777866,0.00735294117647059,0,1,Teams complete important projects.,"Teams complet% important prohects."
19,10,3.87210821552204e-06,0,1,1,Teams complete important projects.,"Teams complete important projects."
19,15,9.12395736262809e-16,0,1,1,Teams complete important projects.,"Teams complete important projects."
19,20,1.04424379188127e-45,0,1,1,Teams complete important projects.,"Teams complete important projects."
19,25,7.30696918464799e-140,0,1,1,Teams complete important projects.,"Teams complete important projects."
19,30,0,0,1,1,Teams complete important projects.,"Teams complete important projects."
20,0,0.0786496035251426,0.0789473684210526,0,1,Projects generate significant revenue.,"Proj5ct3 eanSr!te$q{fni?Icanp v}fen}%."
20,1,0.0562819519765415,0.0559210526315789,0,1,Projects generate significant revenue.,"Xs?jebt{$ge~eVQpe s?gnificin4 ?ewenue."
20,2,0.037506128358926,0.0361842105263158,0,1,Projects generate significant revenue.,"Prkje""tq ganerate rignifikint?reve.qe."
20,3,0.0228784075610853,0.0230263157894737,0,1,Projects generate significant revenue.,"Projects`?enerade sagnifmcand ruvenue."
20,4,0.0125008180407376,0.0131578947368421,0,1,Projects generate significant revenue.,"Projects gejerate""signifiaant 2evenue."
20,5,0.00595386714777866,0.00657894736842105,0,1,Projects generate significant revenue.,"Projects generate significant?ruvenue."
20,10,3.87210821552204e-06,0,1,1,Projects generate significant revenue.,"Projects generate significant revenue."
20,15,9.12395736262809e-16,0,1,1,Projects generate significant revenue.,"Projects generate significant revenue."
20,20,1.04424379188127e-45,0,1,1,Projects generate significant revenue.,"Projects generate significant revenue."
20,25,7.30696918464799e-140,0,1,1,Projects generate significant revenue.,"Projects generate significant revenue."
20,30,0,0,1,1,Projects generate significant revenue.,"Projects generate significant revenue."
21,0,0.0786496035251426,0.0795454545454545,0,1,London is the capital of England.,"Lo.4on i{!the`g`ph?cl ov$?nwlc?e."
21,1,0.0562819519765415,0.0568181818181818,0,1,London is the capital of England.,"Lo~don yc phm bapytal gf E?wlaF?."
21,2,0.037506128358926,0.0378787878787879,0,1,London is the capital of England.,"London is tnu?bapi|ad g& Englajd."
21,3,0.0228784075610853,0.0227272727272727,0,1,London is the capital of England.,"London""ic t?e ccpipal of Engla?d."
21,4,0.0125008180407376,0.0113636363636364,0,1,London is the capital of England.,"Lo?don is the sapital of Engmand."
21,5,0.00595386714777866,0.00757575757575758,1,1,London is the capital of England.,"London is the capm|al of England."
21,10,3.87210821552204e-06,0,1,1,London is the capital of England.,"London is the capital of England."
21,15,9.12395736262809e-16,0,1,1,London is the capital of England.,"London is the capital of England."
21,20,1.04424379188127e-45,0,1,1,London is the capital of England.,"London is the capital of England."
21,25,7.30696918464799e-140,0,1,1,London is the capital of England.,"London is the capital of England."
21,30,0,0,1,1,London is the capital of England.,"London is the capital of England."
22,0,0.0786496035251426,0.0775862068965517,0,1,England is located in Europe.,"?ng|qnd??s?locatEd cl EupopE/"
22,1,0.0562819519765415,0.0560344827586207,0,1,England is located in Europe.,"Envlen` i? locaded io Eesopg<"
22,2,0.037506128358926,0.0387931034482759,0,1,England is located in Europe.,"Engnand is lmci?ed ?j`MuRope."
22,3,0.0228784075610853,0.021551724137931,0,1,England is located in Europe.,"Eogland ?s loga|ed in Europa."
22,4,0.0125008180407376,0.0129310344827586,0,1,England is located in Europe.,"Englan? ic locatel in Europe."
22,5,0.00595386714777866,0.00431034482758621,0,1,England is located in Europe.,"Engnand is located in Europe."
22,10,3.87210821552204e-06,0,1,1,England is located in Europe.,"England is located in Europe."
22,15,9.12395736262809e-16,0,1,1,England is located in Europe.,"England is located in Europe."
22,20,1.04424379188127e-45,0,1,1,England is located in Europe.,"England is located in Europe."
22,25,7.30696918464799e-140,0,1,1,England is located in Europe.,"England is located in Europe."
22,30,0,0,1,1,England is located in Europe.,"England is located in Europe."
23,0,0.0786496035251426,0.0806451612903226,0,1,Paris is the capital of France.,"Paras h?`?he g?0iu?l$?f0?zan`e."
23,1,0.0562819519765415,0.0564516129032258,0,1,Paris is the capital of France.,"Pipis es phe?cCqidal ob Fvan?e."
23,2,0.037506128358926,0.0362903225806452,0,1,Paris is the capital of France.,"P?ris ?s the$capitam""of""Fba~cd."
23,3,0.0228784075610853,0.0241935483870968,0,1,Paris is the capital of France.,"Pizis is the capht?l?kf France."
23,4,0.0125008180407376,0.0120967741935484,1,1,Paris is the capital of France.,"Paris as the capita. of France."
23,5,0.00595386714777866,0.00403225806451613,0,1,Paris is the capital of France.,"Par)s is the capital of France."
23,10,3.87210821552204e-06,0,1,1,Paris is the capital of France.,"Paris is the capital of France."
23,15,9.12395736262809e-16,0,1,1,Paris is the capital of France.,"Paris is the capital of France."
23,20,1.04424379188127e-45,0,1,1,Paris is the capital of France.,"Paris is the capital of France."
23,25,7.30696918464799e-140,0,1,1,Paris is the capital of France.,"Paris is the capital of France."
23,30,0,0,1,1,Paris is the capital of France.,"Paris is the capital of France."
24,0,0.0786496035251426,0.0795454545454545,0,1,France shares borders with Spain.,"frafc? 3hAr%S bor`%r? wip?0S8ik?,"
24,1,0.0562819519765415,0.0568181818181818,0,1,France shares borders with Spain.,"Fzancu?cZares birdeRs 7itLbSpain."
24,2,0.037506128358926,0.0378787878787879,0,1,France shares borders with Spain.,"Fra?ce?rhases bo2ders`with SpaIn*"
24,3,0.0228784075610853,0.0227272727272727,0,1,France shares borders with Spain.,"France shares?bordeSs wyth Rpcin."
24,4,0.0125008180407376,0.0113636363636364,0,1,France shares borders with Spain.,"Frange shqres borders with`Spain."
24,5,0.00595386714777866,0.00757575757575758,1,1,France shares borders with Spain.,"France shares border3 w)th Spain."
24,10,3.87210821552204e-06,0,1,1,France shares borders with Spain.,"France shares borders with Spain."
24,15,9.12395736262809e-16,0,1,1,France shares borders with Spain.,"France shares borders with Spain."
24,20,1.04424379188127e-45,0,1,1,France shares borders with Spain.,"France shares borders with Spain."
24,25,7.30696918464799e-140,0,1,1,France shares borders with Spain.,"France shares borders with Spain."
24,30,0,0,1,1,France shares borders with Spain.,"France shares borders with Spain."
25,0,0.0786496035251426,0.0775862068965517,0,1,Berlin is located in Germany.,"Bevlin$?s n?#i?dd ?n Werma??."
25,1,0.0562819519765415,0.0560344827586207,0,1,Berlin is located in Germany.,"?e?l)n i? lgc?tt$ in Germqoy."
25,2,0.037506128358926,0.0387931034482759,0,1,Berlin is located in Germany.,"Berlil is!|ocated`in!Oerian?."
25,3,0.0228784075610853,0.021551724137931,0,1,Berlin is located in Germany.,"Berlin )s l?cated0in?Wermany."
25,4,0.0125008180407376,0.0129310344827586,1,1,Berlin is located in Germany.,"Berlin i? loceted mn Germany."
25,5,0.00595386714777866,0.00431034482758621,1,1,Berlin is located in Germany.,"Berlin ?s located in Germany."
25,10,3.87210821552204e-06,0,1,1,Berlin is located in Germany.,"Berlin is located in Germany."
25,15,9.12395736262809e-16,0,1,1,Berlin is located in Germany.,"Berlin is located in Germany."
25,20,1.04424379188127e-45,0,1,1,Berlin is located in Germany.,"Berlin is located in Germany."
25,25,7.30696918464799e-140,0,1,1,Berlin is located in Germany.,"Berlin is located in Germany."
25,30,0,0,1,1,Berlin is located in Germany.,"Berlin is located in Germany."
26,0,0.0786496035251426,0.0772058823529412,0,1,Germany has eighty million people.,"GErma?}$Las""eig?ty?mcnliOj xEo0oa."
26,1,0.0562819519765415,0.0551470588235294,0,1,Germany has eighty million people.,"G?rMany has uieh|y midhao? pemxlg?"
26,2,0.037506128358926,0.0367647058823529,0,1,Germany has eighty million people.,"Gepmaly(haq(?yghuy million `eoqle."
26,3,0.0228784075610853,0.0220588235294118,0,1,Germany has eighty million people.,"Germany ha? dighty millIgn pe?rle."
